Comment_Text_Arabic,Problem_Source
"شركة الشحن البحري للبضائع، تأخير كبير في وصول الحاوية و زيادة في التكاليف غير مبررة.","الخدمة"
"الميكروويف هذا بابو ما يتسكرش بالباهي و الضو الداخلي محروق.","المنتج"
"خدمة الترجمة الفورية في المؤتمرات، المترجم كان يرتبك و يضيع برشا كلام مهم.","الخدمة"
"العدسة اللاصقة الملونة هاذي عملتلي ضباب في الرؤية و ما ارتحتش فيها.","المنتج"
"المعهد العالي للدراسات، الأساتذة ما يلتزموش بالمواعيد و المحاضرات تُلغى بكثرة.","الخدمة"
"شريت جهاز تتبع للمفاتيح، الإشارة متاعو ضعيفة و ما يخدمش كان كي تكون قريب برشا.","المنتج"
"خدمة توصيل الطلبات من المطاعم الفاخرة، الأكل يوصل في علب عادية و بارد كأنه من مطعم عادي.","الخدمة"
"المبخرة التقليدية الكانون هاذي الطين متاعها يتفتت و موش عملية.","المنتج"
"شركة تركيب أنظمة الري للحدائق، النظام يسرب الماء في أماكن و ما يوصلش لأماكن أخرى.","الخدمة"
"شريت بخاخ مثبت للشعر، يخلي الشعر يابس تقول حجرة و ريحته قوية.","المنتج"
"محل بيع الأعشاب الطبية، الأعشاب قديمة و أسعارها غالية جداً.","الخدمة"
"السجاد الصغير اللي شريتو للحمام، يشرب الماء و ما يشيحش فيسع و يعمل ريحة.","المنتج"
"خدمة ركن السيارات في المستشفيات الخاصة، غالية جداً و الحراس يطلبوا بخشيش زيادة.","الخدمة"
"شريت غطاء سيارة قماش، اتقطع من الشمس بعد شهرين و اللون بهات.","المنتج"
"مكتبة الجامعة، الكتب المهمة ديما مستعارة و ما فماش نسخ كافية.","الخدمة"
"الكارط ميموري اللي شريتها معبية بالفيروسات مالأول. منتج فاشل بكل.","المنتج"
"حاولت نرجع السلعة أما البائع رفض من غير سبب واضح. خدمة لا علاقة بالمهنية.","الخدمة"
"البرنامج متاع المونتاج يكراشي كل مرة نحاول نسجل فيها الفيديو. يضيع الوقت برشا.","المنتج"
"الاشتراك السنوي تجدد أوتوماتيكيا رغم أني لغيتو قبل بجمعة. تلاعب موش عادي.","الخدمة"
"العطر اللي شريتو طلعت الريحة متاعو موش أصلية و خفيفة. غشة كبيرة و فلوس ضاعت.","المنتج"
"المعلومات المتوفرة على الموقع بخصوص سياسة الإرجاع متناقضة. واحد ما عاد فاهم شيء منهم.","الخدمة"
"الماكينة متاع الغسيل تعمل صوت قوي و غريب وقت العصران. نخاف لا تتكسر في أي لحظة.","المنتج"
"طلبت فاتورة مفصلة و ما حبوش يعطوهالي، و قالولي موش ضروري. خدمة غير شفافة بالمرة.","الخدمة"
"الجلد متاع الكرسي متاع المكتب بدا يتقشر بعد شهرين استعمال خفيف. جودة تعيسة و خسارة.","المنتج"
"شركة التامين تماطل في دفع التعويضات متاعي من شهور. معاملة سيئة للغاية و استهتار.","الخدمة"
"الميكروفون اللي في السماعات الصوت فيه ضعيف و فيه تشويش كبير. ما يتسمعش بالباهي جملة.","المنتج"
"التقني جاء للتركيب و ما جابش معاه المعدات الكل و قعد يستنى. خدمة ناقصة و تضييع وقت.","الخدمة"
"النظارات الشمسية العدسات متاعهم يتخربشو بسهولة كبيرة من أقل حاجة. ما يدوموش شهر.","المنتج"
"الموعد اللي عطوهولي للتصليح بعيد برشا و القطعة قالوا موش متوفرة حاليا. استهتار بالحريف كبير.","الخدمة"
"الفرينة اللي شريتها من المغازة فيها سوس و ريحتها غريبة. حاجة تقزز بالحق.","المنتج"
"المضيفة في الطيارة كانت تتعامل بجفاء و عصبية مع الركاب. تجربة سيئة و غير مريحة.","الخدمة"
"الدهان اللي استعملتو للحيط الريحة متاعو قوية و مازالت بعد سمانة كاملة. اختيار سيء و مؤذي.","المنتج"
"الرقم الأخضر لخدمة العملاء ديما مشغول أو ما يهزوش. ما فماش شكون يجاوب بكل.","الخدمة"
"البوطة متاع الغاز تتسكر وحدها و انا نطيب و ساعات تشعل بقوة. خطر كبير في الكوجينة.","المنتج"
"الأستاذ في الدورة التكوينية كان يشرح بطريقة مملة و موش واضحة و يتعدى بسرعة. مضيعة وقت و فلوس.","الخدمة"
"الزيت متاع القليان فيه ريحة غريبة بعد أول استعمال و عمل رغوة. ما يصلحش للاستهلاك.","المنتج"
"المطعم ما يحترمش قواعد النظافة الأساسية و الطاولات موسخة. مكان غير صحي بتاتاً.","الخدمة"
"الخيط متاع الشارجور تقطع من جيهة الراس متاعو فيسع بالرغم من الاستعمال العادي. جودة ضعيفة برشا.","المنتج"
"حجزت طاولة في مطعم بالتليفون و كيف وصلت قالولي ما فماش حجز باسمي. قلة تنظيم و إحراج.","الخدمة"
"المكيف الهوائي ما يوزعش البرودة بطريقة متساوية في الغرفة، جهة باردة و جهة سخونة. تبريدو ناقص برشا.","المنتج"
"شركة الاتصالات تحسبلي في مكالمات دولية ما عملتهاش و الانترنت ديما مقصوصة. فواتير غالطة و خدمة تعيسة.","الخدمة"
"القميص اللي شريتو اللون متاعو بهات بعد أول غسلة بالغسالة و هو جديد. خامة سيئة جداً.","المنتج"
"شركة التنظيف ما نظفوش تحت الفراش و ورايا الخزائن كيف ما تفاهمنا. خدمة سطحية و موش كاملة.","الخدمة"
"الأرز اللي شريتو لقيت فيه حجارة صغيرة و شوائب. حاجة خطيرة عالصحة.","المنتج"
"المصحة عطاوني نتيجة تحليل غالطة تماما و سببتلي قلق كبير. استهتار بصحة الناس و أرواحهم.","الخدمة"
"الباتري متاع الريموت كنترول وفات بعد نهارين كهو من شراء التلفزة. جودة تعبانة برشا.","المنتج"
"مسؤول المبيعات عطاني معلومات ناقصة على المنتج باش يخليني نشري و بعد اكتشفت العكس. خداع للحريف واضح.","الخدمة"
"الحذاء الرياضي ضيق من قدام و يوجع الصوابع حتى بعد ما لبستو مرات. تصميم فاشل و غير مريح.","المنتج"
"التطبيق متاع البنك ديما فيه مشاكل تقنية و ما نجمش نعمل تحويل بسهولة. خدمة متعبة و معقدة.","الخدمة"
"العدس اللي طيبتو ما طابش بالباهي رغم اللي قعد برشا عالنار و نفختو. نوعية رديئة جدا.","المنتج"
"المصور في العرس ضيعلي برشا لقطات مهمة و صور أخرى مظلمة. خدمة غير محترفة بالمرة.","الخدمة"
"الستيلو الحبر متاعو يسيل و يوسخ الورقة و اليدين. ما ينفعش جملة.","المنتج"
"الشركة متع النقل كسرتلي جزء من الأثاث أثناء الترحيل و ما عوضونيش. قلة مسؤولية و أمانة.","الخدمة"
"المرطب متاع البشرة عملي تهيج و احمرار و حكة من أول استعمال. منتج مضر و خطير.","المنتج"
"الوكالة السياحية ألغت الرحلة في آخر لحظة من غير تعويض مناسب أو بديل. نصبة كبيرة و قلة احترام.","الخدمة"
"الكاسك متاع الموتور الفيزیار متاعو یتضبب فیسع وقت البرد و ما تتشافش الدنيا. خطر وقت السياقة و جودة سيئة.","المنتج"
"ما عطاونيش ضمان على السلعة اللي شريتها رغم انها غالية. خدمة ناقصة برشا و ما تطمنش.","الخدمة"
"المصباح الكهربائي تحرق بعد ساعات قليلة من تركيبه و هو غالي. عمره قصير و خسارة فلوس.","المنتج"
"الميكانيكي قالي المشكلة تصلحت أما العطب رجع بعد يومين بالظبط. خدمة موش متقنة و فلوس مشات خسارة.","الخدمة"
"الجبن اللي شريتو فيه عفن مالداخل رغم إنو في تاريخ الصلاحية. تسمم غذائي محتمل.","المنتج"
"البلاتفورم التعليمية الفيديوات فيها تتقطع برشا و الصوت موش واضح. واحد ما ينجمش يركز و يفهم.","الخدمة"
"السكين اللي شريتو تكسر المقبض متاعو و انا نقص بيه خضرة عادية. جودة سيئة جدا و خطر.","المنتج"
"الموظف في البلدية طلب مني وثائق موش مذكورة في القائمة الرسمية و عطلني. تعقيدات فارغة و بيروقراطية.","الخدمة"
"لعبة الأطفال فيها قطع صغيرة ممكن يبلعها الطفل بسهولة و موش محطوط تحذير. تصميم خطير و إهمال.","المنتج"
"الكوافير حرقتلي شعري بالصبغة و قصاتو بطريقة بشعة. كارثة حقيقية و تشويه.","الخدمة"
"البلازما الجديدة الشاشة متاعها فيها خطوط ملونة ظهرت وحدها بعد أسبوع. عيب مصنعي واضح و قلق.","المنتج"
"الموقع متاع التجارة الإلكترونية ما يرجعش الفلوس في الوقت المحدد كيف نلغي الطلب. مماطلة غير مقبولة.","الخدمة"
"الخضرة اللي شريتها من السوق ذابلة و شكلها موش طازج و فيها ضربات. ما تتكلش بالكل.","المنتج"
"الفندق ما وفروش خدمة الإنترنت المجانية كيما هو معلن في الحجز. وعود كاذبة و تضليل.","الخدمة"
"المجفف متاع الشعر يسخن برشا و يخرج ريحة حريق بلاستيك من أول استعمال. يخوف بصراحة و ممكن يتحرق.","المنتج"
"شركة الشحن وصلولي طلب غالط تماما و موش متاعي. فوضى كبيرة و تأخير.","الخدمة"
"المرآة متاع الحمام فيها بقع ما تتنحاش من الداخل كأنها قديمة. منتج معيوب من أصلو.","المنتج"
"المحامي متاعي ما حضرش الجلسة المهمة و ما بلغنيش بالغياب. إهمال كبير و خسارة قضية.","الخدمة"
"الترموس ما يحافظش على سخونية القهوة لأكثر من ساعة حتى وهو جديد. ما ينفع بحد شيء بالحق.","المنتج"
"الدعم الفني متاع البرنامج ما فهمش المشكلة متاعي بالكل و قعد يعاود في نفس الكلام. خدمة عملاء فاشلة و تضييع وقت.","الخدمة"
"السلسلة الفضة اللي شريتها كحالت بعد أيام قليلة و عملتلي حساسية. معادن رديئة و مغشوشة.","المنتج"
"المدرسة طلبت تبرعات إضافية تحت مسميات غريبة و بطريقة ملتوية. استغلال واضح للأولياء.","الخدمة"
"الكرواسون اللي كليتو في الكافي كان معجن من داخل و بايت. طعمو خايب و موش طازج.","المنتج"
"الشركة ما تحترمش مواعيد تسليم المشاريع المتفق عليها و ديما تأخير. عدم التزام و مصداقية صفر.","الخدمة"
"الفأرة متاع الكمبيوتر الزر الأيسر متاعها يعلق ساعات و ساعات ما يخدمش. تعطل الخدمة و تقلق.","المنتج"
"خدمة التوصيل السريع غالية برشا و توصل في نفس وقت التوصيل العادي أو حتى بعدو. سرقة مقنعة و استغفال.","الخدمة"
"العدسات اللاصقة تسببلي جفاف و احمرار في العين من أول ما نحطهم. موش مريحة بكل و مؤذية.","المنتج"
"البنك خصملي عمولات موش مفهومة على الحساب من غير سابق إعلام. معاملات مشبوهة و غير قانونية.","الخدمة"
"المعجون متاع الأسنان الطعم متاعو قوي برشا و يحرق في الفم كأنو فيه مادة كاوية. تجربة مؤلمة و سيئة.","المنتج"
"المرشد في المتحف كان يتكلم بسرعة و بلغة موش مفهومة و ما يجاوبش على الأسئلة بوضوح. خدمة غير مفيدة و مملة.","الخدمة"
"الخيط متاع التريكو تنسل من أول لبسة و عمل ثقب كبير. خياطة سيئة و جودة متدنية.","المنتج"
"السرفيس متاع ما بعد البيع يتهربوا من المسؤولية و كل واحد يرمي الكرة للآخر. ما فماش متابعة جدية.","الخدمة"
"شاشة الحماية متاع التاليفون كلها فقاعات هواء بعد ما ركبهالي الفني في المحل. تركيب فاشل و شكلها خايب.","المنتج"
"المطعم ما حطش الأسعار على قائمة الطعام و تفاجأنا بالفاتورة الغالية. تضليل للحريف و استغلال.","الخدمة"
"المكنسة اليدوية الشعر متاعها يطيح برشا وقت الكنس و ما تنظفش مليح. ما تنفعش و تعب أكثر.","المنتج"
"الصالون متاع الحلاقة الأدوات متاعو موش معقمة بالباهي و شفتهم يستعملو نفس الشفرة. خطر على الصحة و نقل أمراض.","الخدمة"
"التمر اللي شريتو من العطار يابس و فيه دود من داخل و طعمتو مرة. منتج فاسد و غير صالح للاستهلاك.","المنتج"
"الجامعة تأخرت في إعلان النتائج لمدة طويلة من غير تبرير. تلاعب بأعصاب الطلبة و مستقبلهم.","الخدمة"
"الكرسي المتحرك العجالي متاعو تصدت فيسع و ولات ثقيلة في الحركة. جودة متدنية و ما يتحملش.","المنتج"
"الكهربائي عملي ماس في الدار بعد ما كمل الخدمة و قريب صارت حريقة. خدمة خطيرة و غير مسؤولة.","الخدمة"
"اللوحة الفنية الألوان متاعها مختلفة تماما على اللي في الصورة عالموقع، باهتة و موش كيف ما تخيلتها. منتج مخادع و محبط.","المنتج"
"خدمة العملاء عبر الشات ياخذو برشا وقت باش يجاوبو و ساعات المحادثة تتقص وحدها. انتظار ممل و خدمة سيئة.","الخدمة"
"البطارية الخارجية للشحن ما تشحنش التاليفون بالكامل و تتفرغ فيسع هي بيدها. أداء ضعيف و كلام فارغ.","المنتج"
"الشركة ما ردتش على طلب التوظيف متاعي رغم مرور شهور و رغم اني عديت مقابلة. تجاهل تام و قلة احترام.","الخدمة"
"البراد متاع الماء يسرب من الغطاء متاعو حتى و هو مسكر بالباهي. ما يحفظش الماء و يبل الدنيا.","المنتج"
"النادي الرياضي الأجهزة فيه قديمة و برشا منها معطل و ما يصلحوهاش. اشتراك ضايع و خدمة رديئة.","الخدمة"
"الكتاب اللي طلبتو أونلاين جاني الغلاف متاعو مقطع و الصفحات مطوية. حالة مزرية و إهمال في التغليف.","المنتج"
"الموظف في مكتب البريد ضيعلي الطرد متاعي و قالي موش مسؤوليتي. إهمال غير مقبول و خسارة.","الخدمة"
"الفرشاة متاع المكياج الشعر متاعها يتساقط على الوجه وقت الاستعمال. ما تصلحش للاستعمال و تفسد المكياج.","المنتج"
"الشركة السياحية وعدتني بفندق 5 نجوم و لقيتو أقل مستوى ببرشا و الخدمات ناقصة. غش تجاري و استغلال.","الخدمة"
"الكاميرا متاع السيارة الصورة متاعها في الليل موش واضحة جملة و فيها برشا تشويش. جودة صورة رديئة و ما تنفعش.","المنتج"
"شركة الإنترنت قصت عليا الخط بالغلط و قعدت نهارين بلاش انترنت. انقطاع غير مبرر و ضرر كبير.","الخدمة"
"المعطف اللي شريتو السحاب متاعو تفسد من ثاني استعمال و ولا ما يتسكرش. متانة صفر و منتج تعيس.","المنتج"
"المستشفى طلبوا مني تحاليل عملتها قبل بأيام قليلة في مخبر آخر و قالولي لازم نعاودها عندهم. استغلال مادي واضح.","الخدمة"
"الجوارب اللي شريتهم عملولي ثقب من أول لبسة و انا في مناسبة. خامة رديئة جدا و موقف محرج.","المنتج"
"الميكانيكي بدلي قطعة غيار موش أصلية و حسبهالي بسعر الأصلية و ما قاليش. تحيل واضح و سرقة.","الخدمة"
"الخلاط اليدوي الموتور متاعو ضعف بعد فترة قصيرة و ولا ما يرحيش بالباهي. ما عادش يخدم كيما كان.","المنتج"
"مسؤول القبول في الجامعة كان يتعامل فوقية و جفاء مع الطلبة الجدد و أولياؤهم. معاملة غير لائقة و منفرة.","الخدمة"
"الزجاج متاع الطاولة فيه خدوش صغيرة من وقت اللي شريتها و كيف كلمتهم قالولي عادي. منتج مستعمل أو فيه عيب.","المنتج"
"المطور متاع الموقع ما صلحش الأخطاء اللي بلغت عليها من مدة و الموقع ديما ثقيل. لا مبالاة بالعملاء و خدمة سيئة.","الخدمة"
